exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size
11.326118469238281,-0.043254852294921875,97.34164810180664,11.326118469238281,30.556861400604248,10.761695384979248,2.8394096197197993,19.795166015625,64.78141114071866,deepseek-ai/deepseek-moe-16b-base,mmlu_astronomy,1
