baseline_inference_peak_gpu_gb,baseline_inference_delta_gpu_gb,baseline_inference_final_cpu_rss_gb,exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size
30.67491340637207,-0.045764923095703125,23.543163299560547,11.17759895324707,-0.053699493408203125,99.04061508178711,30.67491340637207,30.556861400604248,10.761695384979248,2.8394096197197993,19.795166015625,64.78141114071866,deepseek-ai/deepseek-moe-16b-base,openbookqa,1
