exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,model,tasks,batch_size,skip_baseline
16.669026374816895,0.0079345703125,64.68843078613281,16.669026374816895,Qwen/Qwen1.5-MoE-A2.7B,mmlu_astronomy,1,True
