baseline_inference_peak_gpu_gb,baseline_inference_delta_gpu_gb,baseline_inference_final_cpu_rss_gb,exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size
30.82257843017578,-0.044109344482421875,21.873886108398438,18.34455108642578,-0.052043914794921875,100.43148040771484,30.82257843017578,30.556861400604248,17.505103588104248,1.7455972909163153,13.0517578125,42.713018334539775,deepseek-ai/deepseek-moe-16b-base,mmlu_astronomy,1
