baseline_inference_peak_gpu_gb,baseline_inference_delta_gpu_gb,baseline_inference_final_cpu_rss_gb,exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size,skip_baseline
30.82257843017578,-0.044109344482421875,21.69278335571289,17.10297393798828,-0.052043914794921875,123.61265182495117,30.82257843017578,30.556864738464355,16.397315502166748,1.8635284985781093,14.159549236297607,46.33835754253236,deepseek-ai/deepseek-moe-16b-base,mmlu_astronomy,1,False
