baseline_inference_peak_gpu_gb,baseline_inference_delta_gpu_gb,baseline_inference_final_cpu_rss_gb,exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size,skip_baseline
26.849935054779053,0.0079345703125,18.37427520751953,16.671101570129395,0.0,89.6884994506836,26.849935054779053,26.665231943130493,15.882513999938965,1.6789049859004037,10.782717943191528,40.437367903598435,Qwen/Qwen1.5-MoE-A2.7B,mmlu_astronomy,1,False
