baseline_inference_peak_gpu_gb,baseline_inference_delta_gpu_gb,baseline_inference_final_cpu_rss_gb,exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size,skip_baseline
26.849935054779053,0.0079345703125,18.506324768066406,13.432209968566895,0.0040283203125,82.59146499633789,26.849935054779053,26.665231943130493,12.77365779876709,2.0875173237930498,13.891574144363403,52.09620592834241,Qwen/Qwen1.5-MoE-A2.7B,mmlu_astronomy,1,False
