dense_inference_peak_gpu_gb,dense_inference_delta_gpu_gb,dense_inference_final_cpu_rss_gb,samoyed_inference_peak_gpu_gb,samoyed_inference_delta_gpu_gb,samoyed_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size,skip_dense
26.849935054779053,0.0079345703125,19.843399047851562,17.76653003692627,0.0040283203125,96.03413391113281,26.849935054779053,26.665231943130493,16.970160484313965,1.5713011063023228,9.695071458816528,36.35847413400871,Qwen/Qwen1.5-MoE-A2.7B,mmlu_astronomy,1,False
