baseline_inference_peak_gpu_gb,baseline_inference_delta_gpu_gb,baseline_inference_final_cpu_rss_gb,exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size,skip_baseline
6.270625114440918,-0.0032176971435546875,21.944965362548828,16.22882843017578,-0.052043914794921875,127.05474090576172,16.22882843017578,30.556864738464355,15.555396556854248,1.9643899547517443,15.001468181610107,49.093610584748795,deepseek-ai/deepseek-moe-16b-base,mmlu_astronomy,1,False
