exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,model,tasks,batch_size,skip_baseline
11.326118469238281,-0.043254852294921875,114.90051651000977,11.326118469238281,deepseek-ai/deepseek-moe-16b-base,mmlu_astronomy,1,True
