dense_inference_peak_gpu_gb,dense_inference_delta_gpu_gb,dense_inference_final_cpu_rss_gb,samoyed_inference_peak_gpu_gb,samoyed_inference_delta_gpu_gb,samoyed_inference_final_cpu_rss_gb,overall_peak_gpu_gb,model,tasks,batch_size
26.849935054779053,0.0079345703125,18.448684692382812,10.84099292755127,0.0040283203125,85.97695541381836,26.849935054779053,Qwen/Qwen1.5-MoE-A2.7B,mmlu_astronomy,1
