dense_inference_peak_gpu_gb,dense_inference_delta_gpu_gb,dense_inference_final_cpu_rss_gb,samoyed_inference_peak_gpu_gb,samoyed_inference_delta_gpu_gb,samoyed_inference_final_cpu_rss_gb,overall_peak_gpu_gb,model,tasks,batch_size
26.849935054779053,0.0079345703125,18.468124389648438,27.10417652130127,0.0040283203125,77.77219772338867,27.10417652130127,Qwen/Qwen1.5-MoE-A2.7B,mmlu_astronomy,1
