exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,model,tasks,batch_size,skip_baseline
10.823933601379395,0.0079345703125,88.30072784423828,10.823933601379395,Qwen/Qwen1.5-MoE-A2.7B,mmlu_astronomy,1,True
