baseline_inference_peak_gpu_gb,baseline_inference_delta_gpu_gb,baseline_inference_final_cpu_rss_gb,exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size
30.82257843017578,-0.044109344482421875,23.499408721923828,11.325263977050781,-0.052043914794921875,99.1019401550293,30.82257843017578,30.556861400604248,10.761695384979248,2.8394096197197993,19.795166015625,64.78141114071866,deepseek-ai/deepseek-moe-16b-base,mmlu_astronomy,1
