baseline_inference_peak_gpu_gb,baseline_inference_delta_gpu_gb,baseline_inference_final_cpu_rss_gb,exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size,skip_baseline
26.849935054779053,0.0079345703125,18.972549438476562,14.46037769317627,0.0040283203125,76.3763313293457,26.849935054779053,26.665231943130493,13.775702476501465,1.9356713015990243,12.889529466629028,48.33833620543336,Qwen/Qwen1.5-MoE-A2.7B,mmlu_astronomy,1,False
