baseline_inference_peak_gpu_gb,baseline_inference_delta_gpu_gb,baseline_inference_final_cpu_rss_gb,exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size,skip_baseline
30.82257843017578,-0.044109344482421875,21.770648956298828,12.971595764160156,-0.052043914794921875,122.52131652832031,30.82257843017578,30.556864738464355,12.384101390838623,2.4674268866265407,18.172763347625732,59.47195009424586,deepseek-ai/deepseek-moe-16b-base,mmlu_astronomy,1,False
