exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,model,tasks,batch_size,skip_baseline
12.962440490722656,-0.043254852294921875,124.1155891418457,12.962440490722656,deepseek-ai/deepseek-moe-16b-base,mmlu_astronomy,1,True
