exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,model,tasks,batch_size,skip_baseline
17.728306770324707,0.011962890625,113.7017822265625,17.728306770324707,Qwen/Qwen1.5-MoE-A2.7B,mmlu_astronomy,1,True
