exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,model,tasks,batch_size,skip_baseline
17.188923835754395,0.011962890625,114.02960205078125,17.188923835754395,Qwen/Qwen1.5-MoE-A2.7B,mmlu_astronomy,1,True
