exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size
18.34540557861328,-0.043254852294921875,94.55843353271484,18.34540557861328,30.556861400604248,17.505103588104248,1.7455972909163153,13.0517578125,42.713018334539775,deepseek-ai/deepseek-moe-16b-base,mmlu_astronomy,1
