baseline_inference_peak_gpu_gb,baseline_inference_delta_gpu_gb,baseline_inference_final_cpu_rss_gb,exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size,skip_baseline
30.82257843017578,-0.044109344482421875,23.502243041992188,11.325263977050781,-0.052043914794921875,94.78414535522461,30.82257843017578,30.556864738464355,10.761695384979248,2.8394099298809765,19.795169353485107,64.78141498779931,deepseek-ai/deepseek-moe-16b-base,mmlu_astronomy,1,False
