samoyed_inference_peak_gpu_gb,samoyed_inference_delta_gpu_gb,samoyed_inference_final_cpu_rss_gb,overall_peak_gpu_gb,model,tasks,batch_size
17.76726245880127,0.011962890625,113.73052215576172,17.76726245880127,Qwen/Qwen1.5-MoE-A2.7B,mmlu_astronomy,1
