baseline_inference_peak_gpu_gb,baseline_inference_delta_gpu_gb,baseline_inference_final_cpu_rss_gb,exact_inference_peak_gpu_gb,exact_inference_delta_gpu_gb,exact_inference_final_cpu_rss_gb,overall_peak_gpu_gb,baseline_model_gb,exact_model_gb,compression_ratio,memory_saved_gb,memory_saved_percent,model,tasks,batch_size,skip_baseline
26.849935054779053,0.0079345703125,18.50088882446289,11.972859382629395,0.0040283203125,86.50143814086914,26.849935054779053,26.665231943130493,11.35971736907959,2.3473499451413744,15.305514574050903,57.39876782880906,Qwen/Qwen1.5-MoE-A2.7B,mmlu_astronomy,1,False
