model,model_type,kernel_type,iter,batch_size,seq_len,hidden_size,intermediate_size,expert_num,time,atten_mode,tokens_per_sec
DeepSeek,layer,EXACT,100,4,4096,2048,1408,64,3074.3937492370605,flash_attention_2,5329.18
DeepSeek,layer,Samoyeds,100,4,4096,2048,1408,64,3084.906578063965,flash_attention_2,5311.02
DeepSeek,layer,megablocks,100,4,4096,2048,1408,64,2691.22314453125,flash_attention_2,6087.94
DeepSeek,layer,GEMM,100,4,4096,2048,1408,64,3307.2025775909424,flash_attention_2,4954.04
DeepSeek,layer,EXACT,100,8,4096,2048,1408,64,5839.382410049439,flash_attention_2,5611.55
DeepSeek,layer,Samoyeds,100,8,4096,2048,1408,64,5975.570440292358,flash_attention_2,5483.66
DeepSeek,layer,megablocks,100,8,4096,2048,1408,64,5339.233875274658,flash_attention_2,6137.21
DeepSeek,layer,GEMM,100,8,4096,2048,1408,64,6332.910060882568,flash_attention_2,5174.24
DeepSeek,layer,EXACT,100,16,4096,2048,1408,64,11180.24230003357,flash_attention_2,5861.77
DeepSeek,layer,Samoyeds,100,16,4096,2048,1408,64,11660.524368286133,flash_attention_2,5620.33
DeepSeek,layer,megablocks,100,16,4096,2048,1408,64,10460.402488708496,flash_attention_2,6265.15
DeepSeek,layer,GEMM,100,16,4096,2048,1408,64,12501.36423110962,flash_attention_2,5242.31
DeepSeek,layer,EXACT,100,32,4096,2048,1408,64,21841.362953186035,flash_attention_2,6001.09
DeepSeek,layer,Samoyeds,100,32,4096,2048,1408,64,22992.32149124145,flash_attention_2,5700.69
DeepSeek,layer,megablocks,100,32,4096,2048,1408,64,20722.33295440674,flash_attention_2,6325.16
DeepSeek,layer,GEMM,100,32,4096,2048,1408,64,24712.95475959778,flash_attention_2,5303.78
DeepSeek,layer,EXACT,100,64,4096,2048,1408,64,43155.418395996094,flash_attention_2,6074.42
DeepSeek,layer,Samoyeds,100,64,4096,2048,1408,64,45719.590187072754,flash_attention_2,5733.73
DeepSeek,layer,GEMM,100,64,4096,2048,1408,64,49049.05605316162,flash_attention_2,5344.53
qwen2_moe,layer,EXACT,100,1,4096,2048,5632,60,1930.816411972046,flash_attention_2,2121.38
qwen2_moe,layer,Samoyeds,100,1,4096,2048,5632,60,1792.4182415008545,flash_attention_2,2285.18
qwen2_moe,layer,megablocks,100,1,4096,2048,5632,60,972.142219543457,flash_attention_2,4213.38
qwen2_moe,layer,GEMM,100,1,4096,2048,5632,60,1593.9908027648926,flash_attention_2,2569.65
qwen2_moe,layer,EXACT,100,2,4096,2048,5632,60,2889.6117210388184,flash_attention_2,2834.98
qwen2_moe,layer,Samoyeds,100,2,4096,2048,5632,60,2938.0767345428467,flash_attention_2,2788.22
qwen2_moe,layer,megablocks,100,2,4096,2048,5632,60,2048.879861831665,flash_attention_2,3998.28
qwen2_moe,layer,GEMM,100,2,4096,2048,5632,60,2773.9720344543457,flash_attention_2,2953.17
qwen2_moe,layer,EXACT,100,4,4096,2048,5632,60,4965.321063995361,flash_attention_2,3299.69
qwen2_moe,layer,Samoyeds,100,4,4096,2048,5632,60,5186.75422668457,flash_attention_2,3158.82
qwen2_moe,layer,megablocks,100,4,4096,2048,5632,60,4440.043449401856,flash_attention_2,3690.05
qwen2_moe,layer,GEMM,100,4,4096,2048,5632,60,5269.006013870239,flash_attention_2,3109.5
qwen2_moe,layer,EXACT,100,8,4096,2048,5632,60,8725.786209106445,flash_attention_2,3755.31
qwen2_moe,layer,Samoyeds,100,8,4096,2048,5632,60,9276.942729949951,flash_attention_2,3532.2
qwen2_moe,layer,megablocks,100,8,4096,2048,5632,60,8761.818885803223,flash_attention_2,3739.86
qwen2_moe,layer,GEMM,100,8,4096,2048,5632,60,10003.065347671509,flash_attention_2,3275.8
qwen2_moe,layer,EXACT,100,16,4096,2048,5632,60,15996.960401535034,flash_attention_2,4096.78
qwen2_moe,layer,Samoyeds,100,16,4096,2048,5632,60,17462.71061897278,flash_attention_2,3752.91
qwen2_moe,layer,megablocks,100,16,4096,2048,5632,60,17334.74111557007,flash_attention_2,3780.62
qwen2_moe,layer,GEMM,100,16,4096,2048,5632,60,19875.86617469788,flash_attention_2,3297.27
qwen2_moe,layer,EXACT,100,32,4096,2048,5632,60,30909.20662879944,flash_attention_2,4240.55
qwen2_moe,layer,Samoyeds,100,32,4096,2048,5632,60,33996.72031402588,flash_attention_2,3855.43
qwen2_moe,layer,GEMM,100,32,4096,2048,5632,60,39909.26790237427,flash_attention_2,3284.25
qwen2_moe,layer,EXACT,100,64,4096,2048,5632,60,60309.789180755615,flash_attention_2,4346.62
qwen2_moe,layer,Samoyeds,100,64,4096,2048,5632,60,66952.12578773499,flash_attention_2,3915.39
qwen2_moe,layer,GEMM,100,64,4096,2048,5632,60,80014.65463638306,flash_attention_2,3276.2
