model,model_type,kernel_type,iter,batch_size,seq_len,hidden_size,intermediate_size,expert_num,time,atten_mode,tokens_per_sec
DeepSeek,layer,EXACT,100,4,4096,2048,1408,64,3116.5897846221924,flash_attention_2,5257.03
DeepSeek,layer,Samoyeds,100,4,4096,2048,1408,64,3084.9814414978027,flash_attention_2,5310.89
DeepSeek,layer,megablocks,100,4,4096,2048,1408,64,2672.646999359131,flash_attention_2,6130.25
DeepSeek,layer,GEMM,100,4,4096,2048,1408,64,3315.7858848571777,flash_attention_2,4941.21
DeepSeek,layer,EXACT,100,8,4096,2048,1408,64,5884.2058181762695,flash_attention_2,5568.81
DeepSeek,layer,Samoyeds,100,8,4096,2048,1408,64,5977.424144744873,flash_attention_2,5481.96
DeepSeek,layer,megablocks,100,8,4096,2048,1408,64,5309.486389160156,flash_attention_2,6171.6
DeepSeek,layer,GEMM,100,8,4096,2048,1408,64,6371.805191040039,flash_attention_2,5142.66
DeepSeek,layer,EXACT,100,16,4096,2048,1408,64,11269.926309585571,flash_attention_2,5815.12
DeepSeek,layer,Samoyeds,100,16,4096,2048,1408,64,11655.53617477417,flash_attention_2,5622.74
DeepSeek,layer,megablocks,100,16,4096,2048,1408,64,10450.97589492798,flash_attention_2,6270.8
DeepSeek,layer,GEMM,100,16,4096,2048,1408,64,12623.267412185667,flash_attention_2,5191.68
DeepSeek,layer,EXACT,100,32,4096,2048,1408,64,21996.1621761322,flash_attention_2,5958.86
DeepSeek,layer,Samoyeds,100,32,4096,2048,1408,64,23026.429653167725,flash_attention_2,5692.24
DeepSeek,layer,megablocks,100,32,4096,2048,1408,64,20573.23956489563,flash_attention_2,6370.99
DeepSeek,layer,GEMM,100,32,4096,2048,1408,64,25094.38419342041,flash_attention_2,5223.16
DeepSeek,layer,EXACT,100,64,4096,2048,1408,64,43532.978534698486,flash_attention_2,6021.73
DeepSeek,layer,Samoyeds,100,64,4096,2048,1408,64,45729.7945022583,flash_attention_2,5732.46
DeepSeek,layer,GEMM,100,64,4096,2048,1408,64,49340.8145904541,flash_attention_2,5312.92
qwen2_moe,layer,EXACT,100,1,4096,2048,5632,60,1966.02725982666,flash_attention_2,2083.39
qwen2_moe,layer,Samoyeds,100,1,4096,2048,5632,60,1828.9248943328855,flash_attention_2,2239.57
qwen2_moe,layer,megablocks,100,1,4096,2048,5632,60,969.679832458496,flash_attention_2,4224.07
qwen2_moe,layer,GEMM,100,1,4096,2048,5632,60,1591.9420719146729,flash_attention_2,2572.96
qwen2_moe,layer,EXACT,100,2,4096,2048,5632,60,2928.740262985229,flash_attention_2,2797.11
qwen2_moe,layer,Samoyeds,100,2,4096,2048,5632,60,2948.3838081359863,flash_attention_2,2778.47
qwen2_moe,layer,megablocks,100,2,4096,2048,5632,60,2036.8456840515137,flash_attention_2,4021.91
qwen2_moe,layer,GEMM,100,2,4096,2048,5632,60,2781.455516815185,flash_attention_2,2945.22
qwen2_moe,layer,EXACT,100,4,4096,2048,5632,60,5001.260280609131,flash_attention_2,3275.97
qwen2_moe,layer,Samoyeds,100,4,4096,2048,5632,60,5182.022571563721,flash_attention_2,3161.7
qwen2_moe,layer,megablocks,100,4,4096,2048,5632,60,4380.928754806519,flash_attention_2,3739.85
qwen2_moe,layer,GEMM,100,4,4096,2048,5632,60,5295.961380004883,flash_attention_2,3093.68
qwen2_moe,layer,EXACT,100,8,4096,2048,5632,60,8783.62250328064,flash_attention_2,3730.58
qwen2_moe,layer,Samoyeds,100,8,4096,2048,5632,60,9289.01481628418,flash_attention_2,3527.61
qwen2_moe,layer,megablocks,100,8,4096,2048,5632,60,8736.059188842773,flash_attention_2,3750.89
qwen2_moe,layer,GEMM,100,8,4096,2048,5632,60,10076.381206512451,flash_attention_2,3251.96
qwen2_moe,layer,EXACT,100,16,4096,2048,5632,60,16021.003723144531,flash_attention_2,4090.63
qwen2_moe,layer,Samoyeds,100,16,4096,2048,5632,60,17430.47547340393,flash_attention_2,3759.85
qwen2_moe,layer,megablocks,100,16,4096,2048,5632,60,17198.307514190674,flash_attention_2,3810.61
qwen2_moe,layer,GEMM,100,16,4096,2048,5632,60,20039.9706363678,flash_attention_2,3270.26
qwen2_moe,layer,EXACT,100,32,4096,2048,5632,60,31139.923572540283,flash_attention_2,4209.13
qwen2_moe,layer,Samoyeds,100,32,4096,2048,5632,60,33999.104499816895,flash_attention_2,3855.16
qwen2_moe,layer,GEMM,100,32,4096,2048,5632,60,40269.25277709961,flash_attention_2,3254.89
qwen2_moe,layer,EXACT,100,64,4096,2048,5632,60,61029.58822250366,flash_attention_2,4295.36
qwen2_moe,layer,Samoyeds,100,64,4096,2048,5632,60,67103.67155075073,flash_attention_2,3906.55
qwen2_moe,layer,GEMM,100,64,4096,2048,5632,60,81747.70641326904,flash_attention_2,3206.74
