model,model_type,kernel_type,iter,batch_size,seq_len,hidden_size,intermediate_size,expert_num,time,atten_mode,tokens_per_sec
DeepSeek,layer,EXACT,100,4,4096,2048,1408,64,2800.1599311828613,flash_attention_2,5851.09
DeepSeek,layer,Samoyeds,100,4,4096,2048,1408,64,2883.8436603546143,flash_attention_2,5681.31
DeepSeek,layer,megablocks,100,4,4096,2048,1408,64,2236.4213466644287,flash_attention_2,7325.99
DeepSeek,layer,GEMM,100,4,4096,2048,1408,64,3244.579553604126,flash_attention_2,5049.65
DeepSeek,layer,EXACT,100,8,4096,2048,1408,64,5389.838695526123,flash_attention_2,6079.59
DeepSeek,layer,Samoyeds,100,8,4096,2048,1408,64,5600.822448730469,flash_attention_2,5850.57
DeepSeek,layer,megablocks,100,8,4096,2048,1408,64,4525.501489639282,flash_attention_2,7240.74
DeepSeek,layer,GEMM,100,8,4096,2048,1408,64,6343.325614929199,flash_attention_2,5165.74
DeepSeek,layer,EXACT,100,16,4096,2048,1408,64,10468.613386154177,flash_attention_2,6260.24
DeepSeek,layer,Samoyeds,100,16,4096,2048,1408,64,10880.568265914915,flash_attention_2,6023.21
DeepSeek,layer,megablocks,100,16,4096,2048,1408,64,9397.90153503418,flash_attention_2,6973.47
DeepSeek,layer,GEMM,100,16,4096,2048,1408,64,13369.999885559082,flash_attention_2,4901.72
DeepSeek,layer,EXACT,100,32,4096,2048,1408,64,21072.649478912357,flash_attention_2,6220.01
DeepSeek,layer,Samoyeds,100,32,4096,2048,1408,64,22047.05023765564,flash_attention_2,5945.1
DeepSeek,layer,megablocks,100,32,4096,2048,1408,64,19072.899103164676,flash_attention_2,6872.16
DeepSeek,layer,GEMM,100,32,4096,2048,1408,64,27384.12952423096,flash_attention_2,4786.42
DeepSeek,layer,EXACT,100,64,4096,2048,1408,64,42478.09052467346,flash_attention_2,6171.28
DeepSeek,layer,Samoyeds,100,64,4096,2048,1408,64,44418.498277664185,flash_attention_2,5901.69
DeepSeek,layer,GEMM,100,64,4096,2048,1408,64,55217.37718582153,flash_attention_2,4747.49
qwen2-moe,layer,EXACT,100,1,4096,2048,1408,60,1792.3612594604492,flash_attention_2,2285.25
qwen2_moe,layer,Samoyeds,100,1,4096,2048,1408,60,1819.8144435882568,flash_attention_2,2250.78
qwen2_moe,layer,megablocks,100,1,4096,2048,1408,60,476.06492042541504,flash_attention_2,8603.87
qwen2_moe,layer,GEMM,100,1,4096,2048,1408,60,1061.746597290039,flash_attention_2,3857.79
qwen2-moe,layer,EXACT,100,2,4096,2048,1408,60,2681.813955307007,flash_attention_2,3054.65
qwen2_moe,layer,Samoyeds,100,2,4096,2048,1408,60,2642.3306465148926,flash_attention_2,3100.29
qwen2_moe,layer,megablocks,100,2,4096,2048,1408,60,1003.7851333618164,flash_attention_2,8161.11
qwen2_moe,layer,GEMM,100,2,4096,2048,1408,60,1633.986473083496,flash_attention_2,5013.51
qwen2-moe,layer,EXACT,100,4,4096,2048,1408,60,4530.34520149231,flash_attention_2,3616.5
qwen2_moe,layer,Samoyeds,100,4,4096,2048,1408,60,4556.688070297241,flash_attention_2,3595.59
qwen2_moe,layer,megablocks,100,4,4096,2048,1408,60,2259.7217559814453,flash_attention_2,7250.45
qwen2_moe,layer,GEMM,100,4,4096,2048,1408,60,3159.3270301818848,flash_attention_2,5185.91
qwen2-moe,layer,EXACT,100,8,4096,2048,1408,60,8109.304904937744,flash_attention_2,4040.79
qwen2_moe,layer,Samoyeds,100,8,4096,2048,1408,60,8086.724758148193,flash_attention_2,4052.07
qwen2_moe,layer,megablocks,100,8,4096,2048,1408,60,4527.633190155029,flash_attention_2,7237.34
qwen2_moe,layer,GEMM,100,8,4096,2048,1408,60,6039.779424667358,flash_attention_2,5425.36
qwen2-moe,layer,EXACT,100,16,4096,2048,1408,60,15130.332231521606,flash_attention_2,4331.43
qwen2_moe,layer,Samoyeds,100,16,4096,2048,1408,60,15422.45864868164,flash_attention_2,4249.39
qwen2_moe,layer,megablocks,100,16,4096,2048,1408,60,9365.9245967865,flash_attention_2,6997.28
qwen2_moe,layer,GEMM,100,16,4096,2048,1408,60,12619.665145874023,flash_attention_2,5193.16
qwen2-moe,layer,EXACT,100,32,4096,2048,1408,60,30753.81851196289,flash_attention_2,4261.97
qwen2_moe,layer,Samoyeds,100,32,4096,2048,1408,60,31194.545030593872,flash_attention_2,4201.76
qwen2_moe,layer,megablocks,100,32,4096,2048,1408,60,19955.6565284729,flash_attention_2,6568.16
qwen2_moe,layer,GEMM,100,32,4096,2048,1408,60,26442.716121673584,flash_attention_2,4956.83
qwen2-moe,layer,EXACT,100,64,4096,2048,1408,60,62994.73571777344,flash_attention_2,4161.36
qwen2_moe,layer,Samoyeds,100,64,4096,2048,1408,60,64306.56862258911,flash_attention_2,4076.47
qwen2_moe,layer,megablocks,100,64,4096,2048,1408,60,40064.31484222412,flash_attention_2,6543.08
qwen2_moe,layer,GEMM,100,64,4096,2048,1408,60,54178.00498008728,flash_attention_2,4838.57
