algo,arch,m,k,n,meta_block_sz,block_sz,nn_row,mm_col,density,bm,bn,bk,wm,wn,wk,mm,mn,mk,nstage,spmm_time,gemm_time,speedup,error
1,sm_89,1024,1024,1024,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0953062,0.0246687,0.258836,0
1,sm_89,1024,2048,1024,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.202071,0.0442329,0.218898,0
1,sm_89,1024,4096,1024,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.442439,0.0841334,0.190158,0
1,sm_89,1024,8192,1024,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.063,0.152557,0.143516,0
1,sm_89,1024,16384,1024,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,2.50626,0.284561,0.11354,0
1,sm_89,1024,256,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0511342,0.0167708,0.327976,0
1,sm_89,1024,512,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0939643,0.0258893,0.275523,0
1,sm_89,1024,1024,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.180436,0.0455061,0.252201,0
1,sm_89,1024,2048,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.368016,0.0922281,0.250609,0
1,sm_89,1024,4096,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.813311,0.172232,0.211766,0
1,sm_89,1024,8192,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,2.05957,0.316833,0.153835,0
1,sm_89,1024,16384,2048,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,5.11194,0.60373,0.118102,0
1,sm_89,1024,256,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.102749,0.0347324,0.33803,0
1,sm_89,1024,512,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.186693,0.053018,0.283984,0
1,sm_89,1024,1024,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.351485,0.105867,0.3012,0
1,sm_89,1024,2048,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.719142,0.168322,0.234059,0
1,sm_89,1024,4096,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.74174,0.292164,0.167743,0
1,sm_89,1024,8192,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,4.69653,0.543901,0.115809,0
1,sm_89,1024,16384,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,10.8325,1.0518,0.0970966,0
1,sm_89,1024,256,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.203525,0.0593116,0.291422,0
1,sm_89,1024,512,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.366231,0.0944987,0.25803,0
1,sm_89,1024,1024,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.695575,0.19715,0.283435,0
1,sm_89,1024,2048,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.40191,0.321228,0.229137,0
1,sm_89,1024,4096,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,3.48843,0.573581,0.164424,0
1,sm_89,1024,8192,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,9.86579,1.08461,0.109937,0
1,sm_89,1024,16384,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,22.6047,2.09185,0.0925407,0
1,sm_89,1024,256,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.405681,0.111089,0.273835,0
1,sm_89,1024,512,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.731575,0.18004,0.246099,0
1,sm_89,1024,1024,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.36095,0.378293,0.277963,0
1,sm_89,1024,2048,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,2.73876,0.58259,0.21272,0
1,sm_89,1024,4096,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,6.88513,1.07684,0.1564,0
1,sm_89,1024,8192,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,20.0134,2.08392,0.104127,0
1,sm_89,1024,16384,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,46.5472,4.07101,0.0874598,0
1,sm_89,2048,256,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0153419,0.00666218,0.434247,0
1,sm_89,2048,512,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0242515,0.00969229,0.399657,0
1,sm_89,2048,1024,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0439098,0.0164605,0.374872,0
1,sm_89,2048,2048,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0929171,0.0357706,0.384973,0
1,sm_89,2048,4096,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.191864,0.0529419,0.275934,0
1,sm_89,2048,8192,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.444275,0.0836092,0.188193,0
1,sm_89,2048,16384,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.07842,0.147139,0.136439,0
1,sm_89,2048,256,512,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0257371,0.0120945,0.469924,0
